eevp,eevp_source,vote_share_trd,trump2016,votes2012,votes2016,expected_votes,state,timestamp,time_cat,vote_share_rep,vote_share_dem,votes,num_Trump,num_Biden,new_Trump,new_Biden
56,edison,0,163387,300495,318608,367000,alaska,2020-11-04T18:34:58Z,4-Nov,0.629,0.33,172031,108207.499,56770.23,26867.849,10801.405
3,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T03:03:36Z,4-Nov,0.505,0.48,104866,52957.33,50335.68,52957.33,50335.68
23,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T03:05:47Z,4-Nov,0.421,0.566,730299,307455.879,413349.234,254498.549,363013.554
69,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T03:06:25Z,4-Nov,0.437,0.55,2203485,962922.945,1211916.75,655467.066,798567.516
70,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T03:08:46Z,4-Nov,0.438,0.549,2234553,978734.214,1226769.597,15811.269,14852.847
72,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T03:10:54Z,4-Nov,0.446,0.541,2304343,1027736.978,1246649.563,49002.764,19879.966
73,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T03:13:47Z,4-Nov,0.448,0.539,2329555,1043640.64,1255630.145,15903.662,8980.582
73,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T03:14:48Z,4-Nov,0.449,0.539,2331561,1046870.889,1256711.379,3230.249,1081.234
73,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T03:16:33Z,4-Nov,0.448,0.539,2331651,1044579.648,1256759.889,-2291.241,48.51
73,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T03:17:55Z,4-Nov,0.448,0.538,2332883,1045131.584,1255091.054,551.936,-1668.835
73,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T03:18:15Z,4-Nov,0.447,0.539,2346888,1049058.936,1264972.632,3927.352,9881.578
74,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T03:22:32Z,4-Nov,0.448,0.538,2383450,1067785.6,1282296.1,18726.664,17323.468
75,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T03:24:23Z,4-Nov,0.45,0.537,2396381,1078371.45,1286856.597,10585.85,4560.497
75,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T03:31:35Z,4-Nov,0.45,0.537,2396411,1078384.95,1286872.707,13.5,16.11
75,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T03:34:13Z,4-Nov,0.45,0.537,2397005,1078652.25,1287191.685,267.3,318.978
75,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T03:37:56Z,4-Nov,0.45,0.537,2397263,1078768.35,1287330.231,116.1,138.546
75,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T03:57:01Z,4-Nov,0.45,0.537,2398824,1079470.8,1288168.488,702.45,838.257
75,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T04:03:37Z,4-Nov,0.45,0.537,2400954,1080429.3,1289312.298,958.5,1143.81
75,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T04:04:48Z,4-Nov,0.45,0.536,2402922,1081314.9,1287966.192,885.6,-1346.106
75,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T04:05:29Z,4-Nov,0.45,0.536,2403384,1081522.8,1288213.824,207.9,247.632
75,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T04:07:29Z,4-Nov,0.45,0.536,2404551,1082047.95,1288839.336,525.15,625.512
75,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T04:23:33Z,4-Nov,0.451,0.536,2408896,1086412.096,1291168.256,4364.146,2328.92
75,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T04:26:30Z,4-Nov,0.451,0.535,2410178,1086990.278,1289445.23,578.182,-1723.026
76,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T04:38:07Z,4-Nov,0.45,0.536,2420394,1089177.3,1297331.184,2187.022,7885.954
78,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T05:53:27Z,4-Nov,0.456,0.531,2483748,1132589.088,1318870.188,43411.788,21539.004
78,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T05:57:55Z,4-Nov,0.456,0.531,2483894,1132655.664,1318947.714,66.576,77.526
78,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T06:01:59Z,4-Nov,0.458,0.528,2502286,1146046.988,1321207.008,13391.324,2259.294
79,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T06:04:42Z,4-Nov,0.46,0.526,2521845,1160048.7,1326490.47,14001.712,5283.462
79,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T06:07:45Z,4-Nov,0.461,0.526,2533873,1168115.453,1332817.198,8066.753,6326.728
79,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T06:17:33Z,4-Nov,0.461,0.525,2536236,1169204.796,1331523.9,1089.343,-1293.298
79,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T06:34:40Z,4-Nov,0.461,0.525,2537774,1169913.814,1332331.35,709.018,807.45
80,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T06:43:46Z,4-Nov,0.463,0.524,2550854,1181045.402,1336647.496,11131.588,4316.146
80,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T06:48:46Z,4-Nov,0.463,0.524,2552808,1181950.104,1337671.392,904.702,1023.896
80,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T06:52:30Z,4-Nov,0.463,0.524,2552842,1181965.846,1337689.208,15.742,17.816
80,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T07:20:03Z,4-Nov,0.463,0.523,2567895,1188935.385,1343009.085,6969.539,5319.877
80,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T07:20:41Z,4-Nov,0.463,0.523,2567903,1188939.089,1343013.269,3.704,4.184
82,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T07:30:48Z,4-Nov,0.467,0.519,2623219,1225043.273,1361450.661,36104.184,18437.392
82,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T07:33:40Z,4-Nov,0.469,0.518,2638624,1237514.656,1366807.232,12471.383,5356.571
82,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T07:39:40Z,4-Nov,0.468,0.518,2639559,1235313.612,1367291.562,-2201.044,484.33
99,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T14:44:09Z,4-Nov,0.476,0.51,2766463,1316836.388,1410896.13,81522.776,43604.568
86,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T18:51:42Z,4-Nov,0.476,0.51,2766673,1316936.348,1411003.23,99.96,107.1
86,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T19:39:52Z,4-Nov,0.476,0.51,2766739,1316967.764,1411036.89,31.416,33.66
86,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-04T20:27:42Z,4-Nov,0.476,0.51,2767524,1317341.424,1411437.24,373.66,400.35
86,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-05T00:41:41Z,5-Nov,0.476,0.51,2773138,1320013.688,1414300.38,2672.264,2863.14
86,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-05T02:02:47Z,5-Nov,0.479,0.507,2848675,1364515.325,1444278.225,44501.637,29977.845
86,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-05T07:40:12Z,5-Nov,0.481,0.505,2910677,1400035.637,1469891.885,35520.312,25613.66
86,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-05T19:13:40Z,5-Nov,0.481,0.505,2912613,1400966.853,1470869.565,931.216,977.68
86,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-05T19:45:35Z,5-Nov,0.481,0.505,2913245,1401270.845,1471188.725,303.992,319.16
86,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-05T19:49:34Z,5-Nov,0.481,0.505,2913429,1401359.349,1471281.645,88.504,92.92
86,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-05T20:51:36Z,5-Nov,0.481,0.505,2914614,1401929.334,1471880.07,569.985,598.425
86,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-05T22:57:35Z,5-Nov,0.481,0.505,2918839,1403961.559,1474013.695,2032.225,2133.625
86,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-05T23:06:37Z,5-Nov,0.482,0.504,2926841,1410737.362,1475127.864,6775.803,1114.169
86,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-06T00:14:38Z,6-Nov,0.483,0.504,2932674,1416481.542,1478067.696,5744.18,2939.832
86,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-06T00:34:35Z,6-Nov,0.483,0.503,2934297,1417265.451,1475951.391,783.909,-2116.305
86,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-06T00:37:43Z,6-Nov,0.483,0.503,2939466,1419762.078,1478551.398,2496.627,2600.007
87,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-06T00:53:35Z,6-Nov,0.483,0.503,2945456,1422655.248,1481564.368,2893.17,3012.97
87,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-06T00:56:36Z,6-Nov,0.483,0.502,2973800,1436345.4,1492847.6,13690.152,11283.232
87,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-06T01:11:35Z,6-Nov,0.483,0.502,2974062,1436471.946,1492979.124,126.546,131.524
88,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-06T01:13:36Z,6-Nov,0.483,0.503,2976285,1437545.655,1497071.355,1073.709,4092.231
88,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-06T01:27:35Z,6-Nov,0.483,0.503,2978242,1438490.886,1498055.726,945.231,984.371
90,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-06T02:01:44Z,6-Nov,0.485,0.501,3053556,1480974.66,1529831.556,42483.774,31775.83
90,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-06T03:35:42Z,6-Nov,0.485,0.501,3054736,1481546.96,1530422.736,572.3,591.18
90,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-06T05:27:48Z,6-Nov,0.485,0.501,3060449,1484317.765,1533284.949,2770.805,2862.213
92,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-06T16:01:42Z,6-Nov,0.486,0.5,3122238,1517407.668,1561119,33089.903,27834.051
92,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-06T16:09:38Z,6-Nov,0.486,0.5,3123624,1518081.264,1561812,673.596,693
93,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-06T16:33:32Z,6-Nov,0.486,0.5,3123624,1518081.264,1561812,0,0
93,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-06T19:23:36Z,6-Nov,0.486,0.499,3127581,1520004.366,1560662.919,1923.102,-1149.081
93,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-06T19:48:35Z,6-Nov,0.486,0.499,3128667,1520532.162,1561204.833,527.796,541.914
94,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-06T20:27:36Z,6-Nov,0.486,0.499,3135333,1523771.838,1564531.167,3239.676,3326.334
94,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-06T22:16:38Z,6-Nov,0.486,0.499,3136364,1524272.904,1565045.636,501.066,514.469
94,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-06T23:04:37Z,6-Nov,0.486,0.499,3141210,1526628.06,1567463.79,2355.156,2418.154
94,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-06T23:13:05Z,6-Nov,0.486,0.499,3150091,1530944.226,1571895.409,4316.166,4431.619
94,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-06T23:13:36Z,6-Nov,0.486,0.499,3150295,1531043.37,1571997.205,99.144,101.796
94,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-06T23:42:34Z,6-Nov,0.486,0.499,3152467,1532098.962,1573081.033,1055.592,1083.828
94,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-07T00:27:35Z,7-Nov,0.487,0.498,3155443,1536700.741,1571410.614,4601.779,-1670.419
94,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-07T01:24:38Z,7-Nov,0.487,0.498,3156055,1536998.785,1571715.39,298.044,304.776
96,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-07T02:01:44Z,7-Nov,0.488,0.497,3227987,1575257.656,1604309.539,38258.871,32594.149
97,edison,0,1252401,2306559,2604657,3400000,arizona,2020-11-07T02:02:26Z,7-Nov,0.487,0.496,3235450,1575664.15,1604783.2,406.494,473.661
0,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T01:37:24Z,4-Nov,0.602,0.366,2119,1275.638,775.554,1275.638,775.554
1,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T01:37:46Z,4-Nov,0.736,0.235,13130,9663.68,3085.55,8388.042,2309.996
5,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T01:42:45Z,4-Nov,0.694,0.284,60945,42295.83,17308.38,32632.15,14222.83
5,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T01:43:29Z,4-Nov,0.7,0.277,64224,44956.8,17790.048,2660.97,481.668
5,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T01:48:46Z,4-Nov,0.699,0.279,67746,47354.454,18901.134,2397.654,1111.086
6,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T01:49:46Z,4-Nov,0.705,0.273,73207,51610.935,19985.511,4256.481,1084.377
9,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T01:50:45Z,4-Nov,0.685,0.293,112053,76756.305,32831.529,25145.37,12846.018
12,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T01:52:47Z,4-Nov,0.668,0.308,158484,105867.312,48813.072,29111.007,15981.543
13,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T01:54:46Z,4-Nov,0.674,0.302,166955,112527.67,50420.41,6660.358,1607.338
14,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T01:56:45Z,4-Nov,0.682,0.294,179877,122676.114,52883.838,10148.444,2463.428
14,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:00:47Z,4-Nov,0.681,0.295,180308,122789.748,53190.86,113.634,307.022
14,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:01:17Z,4-Nov,0.681,0.294,180990,123254.19,53211.06,464.442,20.2
15,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:01:45Z,4-Nov,0.682,0.294,185120,126251.84,54425.28,2997.65,1214.22
15,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:05:15Z,4-Nov,0.679,0.296,191879,130285.841,56796.184,4034.001,2370.904
16,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:07:32Z,4-Nov,0.683,0.292,197897,135163.651,57785.924,4877.81,989.74
16,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:08:46Z,4-Nov,0.684,0.292,203539,139220.676,59433.388,4057.025,1647.464
26,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:09:59Z,4-Nov,0.563,0.413,331194,186462.222,136783.122,47241.546,77349.734
27,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:10:50Z,4-Nov,0.565,0.411,336739,190257.535,138399.729,3795.313,1616.607
35,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:11:45Z,4-Nov,0.575,0.4,439509,252717.675,175803.6,62460.14,37403.871
35,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:12:53Z,4-Nov,0.573,0.403,442939,253804.047,178504.417,1086.372,2700.817
36,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:14:13Z,4-Nov,0.579,0.396,460611,266693.769,182401.956,12889.722,3897.539
36,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:14:47Z,4-Nov,0.579,0.396,460612,266694.348,182402.352,0.579,0.396
37,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:15:46Z,4-Nov,0.582,0.394,466464,271482.048,183786.816,4787.7,1384.464
37,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:16:30Z,4-Nov,0.582,0.393,471312,274303.584,185225.616,2821.536,1438.8
38,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:23:26Z,4-Nov,0.582,0.393,481420,280186.44,189198.06,5882.856,3972.444
38,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:26:59Z,4-Nov,0.583,0.393,481890,280941.87,189382.77,755.43,184.71
38,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:27:27Z,4-Nov,0.584,0.392,484663,283043.192,189987.896,2101.322,605.126
38,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:29:04Z,4-Nov,0.585,0.39,488676,285875.46,190583.64,2832.268,595.744
39,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:30:56Z,4-Nov,0.585,0.39,495309,289755.765,193170.51,3880.305,2586.87
39,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:31:49Z,4-Nov,0.586,0.389,497058,291275.988,193355.562,1520.223,185.052
39,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:32:03Z,4-Nov,0.587,0.388,501150,294175.05,194446.2,2899.062,1090.638
40,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:36:37Z,4-Nov,0.586,0.388,503998,295342.828,195551.224,1167.778,1105.024
40,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:39:31Z,4-Nov,0.588,0.387,507203,298235.364,196287.561,2892.536,736.337
40,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:40:34Z,4-Nov,0.587,0.388,508213,298321.031,197186.644,85.667,899.083
40,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:40:46Z,4-Nov,0.587,0.388,509308,298963.796,197611.504,642.765,424.86
40,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:42:40Z,4-Nov,0.588,0.386,511632,300839.616,197489.952,1875.82,-121.552
40,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:45:05Z,4-Nov,0.589,0.386,512593,301917.277,197860.898,1077.661,370.946
41,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:46:03Z,4-Nov,0.59,0.384,516520,304746.8,198343.68,2829.523,482.782
41,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:49:07Z,4-Nov,0.592,0.383,519995,307837.04,199158.085,3090.24,814.405
41,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:49:28Z,4-Nov,0.593,0.382,524813,311214.109,200478.566,3377.069,1320.481
41,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:51:05Z,4-Nov,0.594,0.381,526522,312754.068,200604.882,1539.959,126.316
42,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:51:30Z,4-Nov,0.594,0.38,527570,313376.58,200476.6,622.512,-128.282
42,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:52:36Z,4-Nov,0.596,0.379,531069,316517.124,201275.151,3140.544,798.551
42,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:54:49Z,4-Nov,0.599,0.376,538562,322598.638,202499.312,6081.514,1224.161
42,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:58:07Z,4-Nov,0.599,0.376,539649,323249.751,202908.024,651.113,408.712
43,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T02:59:25Z,4-Nov,0.601,0.373,545441,327810.041,203449.493,4560.29,541.469
43,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:02:04Z,4-Nov,0.601,0.373,547210,328873.21,204109.33,1063.169,659.837
43,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:02:38Z,4-Nov,0.602,0.373,549262,330655.724,204874.726,1782.514,765.396
43,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:06:32Z,4-Nov,0.602,0.372,551084,331752.568,205003.248,1096.844,128.522
44,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:07:07Z,4-Nov,0.603,0.371,553227,333595.881,205247.217,1843.313,243.969
45,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:09:54Z,4-Nov,0.606,0.368,565730,342832.38,208188.64,9236.499,2941.423
45,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:10:39Z,4-Nov,0.608,0.367,570886,347098.688,209515.162,4266.308,1326.522
47,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:11:29Z,4-Nov,0.613,0.361,595253,364890.089,214886.333,17791.401,5371.171
47,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:12:19Z,4-Nov,0.613,0.361,597284,366135.092,215619.524,1245.003,733.191
48,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:14:47Z,4-Nov,0.616,0.358,605752,373143.232,216859.216,7008.14,1239.692
48,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:16:50Z,4-Nov,0.617,0.357,611464,377273.288,218292.648,4130.056,1433.432
49,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:18:29Z,4-Nov,0.619,0.355,624285,386432.415,221621.175,9159.127,3328.527
52,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:20:48Z,4-Nov,0.622,0.353,657541,408990.502,232111.973,22558.087,10490.798
53,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:21:20Z,4-Nov,0.623,0.351,671410,418288.43,235664.91,9297.928,3552.937
53,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:22:16Z,4-Nov,0.623,0.352,673837,419800.451,237190.624,1512.021,1525.714
53,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:22:32Z,4-Nov,0.623,0.351,675573,420881.979,237126.123,1081.528,-64.501
54,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:23:33Z,4-Nov,0.624,0.35,681809,425448.816,238633.15,4566.837,1507.027
55,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:26:40Z,4-Nov,0.628,0.346,698826,438862.728,241793.796,13413.912,3160.646
55,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:30:29Z,4-Nov,0.628,0.346,699410,439229.48,241995.86,366.752,202.064
56,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:33:22Z,4-Nov,0.627,0.347,707768,443770.536,245595.496,4541.056,3599.636
56,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:35:29Z,4-Nov,0.627,0.347,709007,444547.389,246025.429,776.853,429.933
57,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:36:02Z,4-Nov,0.629,0.345,718409,451879.261,247851.105,7331.872,1825.676
57,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:38:49Z,4-Nov,0.631,0.343,729232,460145.392,250126.576,8266.131,2275.471
58,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:39:03Z,4-Nov,0.632,0.342,735794,465021.808,251641.548,4876.416,1514.972
58,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:40:21Z,4-Nov,0.632,0.342,735894,465085.008,251675.748,63.2,34.2
59,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:40:55Z,4-Nov,0.633,0.34,743250,470477.25,252705,5392.242,1029.252
60,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:45:40Z,4-Nov,0.633,0.341,757357,479406.981,258258.737,8929.731,5553.737
63,edison,0,684872,1069468,1130635,1225000,arkansas,2020-11-04T03:47:58Z,4-Nov,0.634,0.339,798536,506271.824,270703.704,26864.843,12444.967
