,eevp,eevp_source,vote_share_trd,trump2016,votes2012,votes2016,expected_votes,state,timestamp,hour_seconds,time_cat,vote_share_rep,vote_share_dem,votes,num_Trump,num_Biden,new_Trump,new_Biden,id,diff,d1_NEW,r_NEW,rabs_NEW,diff_cat,outlier,weird,
913,59,edison,0,4617886,8474179,9501617,11500000,florida,2020-11-04T00:29:49Z,00:29:49Z,4-Nov,0.497,0.494,6856633,3407746.601,3387176.702,9419.144,9362.288,913,0.003,6.74E-09,-0.016798594,0.016798594,low,normal,normal,
2625,18,edison,0,1202971,1797212,1924149,2200000,kentucky,2020-11-04T00:29:52Z,00:29:52Z,4-Nov,0.58,0.405,430443,249656.94,174329.415,5457.142,1953.087,2625,0.175,1.73E-07,-0.084529531,0.084529531,high,normal,normal,
1967,11,edison,0,1557286,2624534,2757828,3070000,indiana,2020-11-04T00:29:54Z,00:29:54Z,4-Nov,0.67,0.308,345919,231765.73,106543.052,12382.567,5213.609,1967,0.362,3.01E-06,-0.353716795,0.353716795,high,normal,normal,
1141,4,edison,0,2089104,3900050,4141445,5025000,georgia,2020-11-04T00:29:54Z,00:29:54Z,4-Nov,0.458,0.531,215268,98592.744,114307.308,1367.616,664.779,1141,0.073,2.53E-07,0.099908185,0.099908185,low,normal,normal,
914,59,edison,0,4617886,8474179,9501617,11500000,florida,2020-11-04T00:30:05Z,00:30:05Z,4-Nov,0.497,0.494,6856672,3407765.984,3387195.968,19.383,19.266,914,0.003,5.98E-07,0.15188338,0.15188338,low,normal,normal,
4955,2,edison,0,345790,710972,744296,805000,new-hampshire,2020-11-04T00:30:09Z,00:30:09Z,4-Nov,0.411,0.584,16047,6595.317,9371.448,3576.672,2807.093,4955,0.173,8.34E-08,0.058129735,0.058129735,high,normal,normal,
1968,11,edison,0,1557286,2624534,2757828,3070000,indiana,2020-11-04T00:30:12Z,00:30:12Z,4-Nov,0.67,0.308,346118,231899.06,106604.344,133.33,61.292,1968,0.362,5.59E-07,0.146989494,0.146989494,high,normal,normal,
1969,11,edison,0,1557286,2624534,2757828,3070000,indiana,2020-11-04T00:30:26Z,00:30:26Z,4-Nov,0.67,0.308,346185,231943.95,106624.98,44.89,20.636,1969,0.362,5.86E-07,0.150466416,0.150466416,high,normal,normal,
7684,99,edison,0,1769443,3854489,3982752,4430000,virginia,2020-11-07T00:30:32Z,00:30:32Z,7-Nov,0.444,0.541,4399501,1953378.444,2380130.041,1731.6,6505.501,7684,0.097,6.63E-05,0.177304747,0.177304747,low,normal,normal,
7746,93,edison,0,1221747,3125516,3316996,4100000,washington,2020-11-06T00:30:38Z,00:30:38Z,6-Nov,0.376,0.6,3639588,1368485.088,2183752.8,380.888,607.8,7746,0.224,4.36E-08,0.012194379,0.012194379,high,normal,normal,
2626,19,edison,0,1202971,1797212,1924149,2200000,kentucky,2020-11-04T00:30:38Z,00:30:38Z,4-Nov,0.582,0.403,451790,262941.78,182071.37,13284.84,7741.955,2626,0.179,2.24E-06,-0.304654503,0.304654503,high,normal,normal,
